index,city_state,count_crimes,lat,lng,population
"1985","Munster, IN",1,41.5469,-87.504,22476
"1986","Murfreesboro, TN",15,35.8492,-86.4119,179951
"1987","Murphy, TX",1,33.0186,-96.6105,20500
"1988","Murray, KY",18,36.6146,-88.3206,20776
"1989","Murray, UT",12,40.6498,-111.8874,48917
"1990","Murrieta, CA",16,33.572,-117.1909,496046
"1991","Murrysville, PA",1,40.4456,-79.6555,19590
"1992","Muscoda, WI",1,43.1873,-90.4334,1243
"1993","Muskegon Heights, MI",8,43.2024,-86.242,10736
"1994","Muskegon, MI",21,43.2281,-86.2563,153565
"1995","Muskogee, OK",13,35.7431,-95.3568,39789
"1996","Myrtle Beach, SC",13,33.7096,-78.8843,275579
"1997","Nacogdoches, TX",2,31.6134,-94.6528,34420
"1998","Nampa, ID",28,43.5845,-116.5631,184428
"1999","Napa, CA",5,38.2976,-122.3011,85239
"2000","Napavine, WA",1,46.5842,-122.9006,2001
"2001","Napoleon, OH",8,41.3978,-84.1244,8207
"2002","Natchitoches, LA",1,31.7317,-93.0979,18859
"2003","National City, CA",10,32.6654,-117.0983,61394
"2004","Naugatuck, CT",9,41.489,-73.0518,31108
"2005","Nauvoo, IL",1,40.5457,-91.3829,1063
"2006","Nederland, CO",1,39.9633,-105.5071,1533
"2007","Negaunee, MI",1,46.497,-87.5968,4525
"2008","Nelsonville, OH",1,39.456,-82.2219,6050
"2009","Neptune City, NJ",1,40.2005,-74.0333,4596
"2010","New Albany, OH",8,40.0802,-82.7883,10933
"2011","New Baltimore, MI",7,42.6903,-82.7398,12347
"2012","New Bedford, MA",10,41.6697,-70.9428,149910
"2013","New Berlin, WI",3,42.9726,-88.1291,39691
"2014","New Bern, NC",10,35.0955,-77.0723,51308
"2015","New Braunfels, TX",7,29.6994,-98.1148,90209
"2016","New Brighton, MN",7,45.0658,-93.206,22753
"2017","New Britain, CT",8,41.6758,-72.7862,72495
"2018","New Brunswick, NJ",65,40.487,-74.445,55676
"2019","New Buffalo, MI",1,41.7922,-86.7423,1868
"2020","New Carrollton, MD",1,38.9654,-76.8773,12928
"2021","New Castle, CO",1,39.5776,-107.5267,6275
"2022","New Castle, DE",2,39.6685,-75.5692,5392
"2023","New Cumberland, PA",1,40.2298,-76.8763,7288
"2024","New Franklin, OH",1,40.9525,-81.5838,14133
"2025","New Haven, CT",75,41.3112,-72.9246,564830
"2026","New Haven, MI",1,42.7306,-82.7953,4907
"2027","New Hope, MN",4,45.0374,-93.3869,20907
"2028","New Hope, PA",1,40.3616,-74.9574,2530
"2029","New Lenox, IL",2,41.5097,-87.97,26926
"2030","New London, CT",24,41.3502,-72.1023,26858
"2031","New London, WI",1,44.395,-88.7394,7430
"2032","New Milford, NJ",4,40.9337,-74.0196,16429
"2033","New Orleans, LA",26,30.0687,-89.9288,1020886
"2034","New Port Richey, FL",5,28.2468,-82.717,16737
"2035","New Providence, NJ",13,40.6996,-74.4034,13595
"2036","New Richmond, WI",1,45.1249,-92.5377,9414
"2037","New Rochelle, NY",33,40.9305,-73.7836,78557
"2038","New Smyrna Beach, FL",1,29.0249,-80.9651,27843
"2039","New Waterford, OH",1,40.8478,-80.6188,1180
"2040","New York, NY",2920,40.6943,-73.9249,18713220
"2041","Newark, CA",23,37.5204,-122.0312,49149
"2042","Newark, DE",8,39.6776,-75.7573,33515
"2043","Newark, NJ",18,40.7245,-74.1725,282011
"2044","Newaygo, MI",2,43.4162,-85.8031,3489
"2045","Newburyport, MA",4,42.8124,-70.8878,18289
"2046","Newcastle, WA",3,47.5303,-122.1633,12292
"2047","Newcomerstown, OH",1,40.2762,-81.5949,4076
"2048","Newport Beach, CA",25,33.6151,-117.8669,84534
"2049","Newport News, VA",46,37.1051,-76.5185,179225
"2050","Newport, AR",4,35.6234,-91.2322,7474
"2051","Newport, KY",19,39.0855,-84.4868,14932
"2052","Newport, OR",5,44.6242,-124.0513,12155
"2053","Newport, RI",6,41.4803,-71.3205,24334
"2054","Newport, TN",3,35.9617,-83.1977,11500
"2055","Newport, VT",1,44.9375,-72.2088,4257
"2056","Newton Falls, OH",9,41.1888,-80.9712,4471
"2057","Newton, IA",1,41.6964,-93.0402,15580
"2058","Newton, KS",8,38.0368,-97.3451,20361
"2059","Newton, MA",68,42.3316,-71.2085,88414
"2060","Newton, NC",4,35.663,-81.2333,13177
"2061","Newton, NJ",6,41.0534,-74.7527,11974
"2062","Niagara Falls, NY",19,43.0921,-79.0147,47720
"2063","Nicholasville, KY",19,37.8902,-84.5669,30912
"2064","Niles, MI",3,41.8346,-86.2473,11149
"2065","Niles, OH",12,41.1878,-80.753,18176
"2066","Ninety Six, SC",1,34.1696,-82.024,2042
"2067","Niota, TN",1,35.517,-84.5497,733
"2068","Nitro, WV",1,38.4119,-81.8194,6373
"2069","Noble, OK",1,35.1385,-97.371,7053
"2070","Nogales, AZ",1,31.3624,-110.9336,30917
"2071","Norco, CA",5,33.9252,-117.5499,26604
"2072","Norfolk, VA",45,36.8945,-76.259,242742
"2073","Normal, IL",18,40.5218,-88.9881,54469
"2074","Norman, OK",22,35.2335,-97.3471,124880
"2075","Normandy Park, WA",5,47.4343,-122.3436,6604
"2076","Normandy, MO",1,38.7071,-90.3009,4838
"2077","North Adams, MA",3,42.6844,-73.1166,17153
"2078","North Arlington, NJ",3,40.7875,-74.1273,15683
"2079","North Baltimore, OH",1,41.1798,-83.6702,3588
"2080","North Bay Village, FL",1,25.8487,-80.1535,8057
"2081","North Bend, OR",1,43.4075,-124.2364,9768
"2082","North Branch, MN",1,45.5137,-92.9601,10767
"2083","North Caldwell, NJ",1,40.8629,-74.2576,6621
"2084","North Canton, OH",9,40.8742,-81.3971,17176
"2085","North Charleston, SC",8,32.9066,-80.0722,115382
"2086","North Chicago, IL",3,42.3172,-87.8596,29615
"2087","North College Hill, OH",4,39.2174,-84.552,9283
"2088","North Enid, OK",2,36.4457,-97.8634,921
"2089","North Fond du Lac, WI",2,43.8107,-88.4861,5081
"2090","North Haledon, NJ",5,40.9628,-74.1844,8395
"2091","North Kansas City, MO",2,39.1396,-94.5643,4571
"2092","North Las Vegas, NV",32,36.288,-115.0901,251974
"2093","North Liberty, IA",1,41.7438,-91.611,19501
"2094","North Little Rock, AR",3,34.7808,-92.2371,65903
"2095","North Miami Beach, FL",5,25.9302,-80.166,43041
"2096","North Miami, FL",14,25.9007,-80.1686,62822
"2097","North Myrtle Beach, SC",3,33.823,-78.7089,16819
"2098","North Ogden, UT",2,41.3123,-111.9585,20582
"2099","North Palm Beach, FL",1,26.8216,-80.0576,13127
"2100","North Plainfield, NJ",8,40.6209,-74.4386,21289
"2101","North Plains, OR",1,45.5974,-122.9946,2203
"2102","North Pole, AK",1,64.753,-147.36,2094
"2103","North Port, FL",12,27.0577,-82.1975,209070
"2104","North Richland Hills, TX",13,32.8605,-97.218,70670
"2105","North Riverside, IL",2,41.8461,-87.8263,6429
"2106","North Salt Lake, UT",7,40.8439,-111.9187,20948
"2107","North St. Paul, MN",1,45.0137,-92.9995,12506
"2108","North Tonawanda, NY",2,43.0457,-78.8659,30245
"2109","North Wildwood, NJ",2,39.0047,-74.799,3760
"2110","Northampton, MA",9,42.3266,-72.6745,28451
"2111","Northfield, KY",1,38.2857,-85.6362,1051
"2112","Northfield, MN",2,44.455,-93.1698,22325
"2113","Northfield, NJ",5,39.3718,-74.5543,8031
"2114","Northglenn, CO",3,39.9108,-104.9783,38819
"2115","Northville, MI",2,42.4355,-83.489,5958
"2116","Northwood, OH",1,41.6089,-83.4836,5434
"2117","Norton Shores, MI",11,43.1621,-86.2519,24664
"2118","Norton, KS",3,39.8362,-99.8916,2722
"2119","Norton, OH",7,41.0294,-81.6461,11966
"2120","Norwalk, CA",34,33.9069,-118.0829,103949
"2121","Norwalk, CT",32,41.1144,-73.4215,88816
"2122","Norwalk, OH",5,41.2443,-82.6088,20629
"2123","Norwich, CT",21,41.5495,-72.0882,200289
"2124","Norwich, NY",3,42.5333,-75.5227,7518
"2125","Norwood, NJ",4,40.9933,-73.951,5793
"2126","Norwood, OH",9,39.1605,-84.4535,19776
"2127","Novato, CA",14,38.092,-122.5576,55516
"2128","Novi, MI",2,42.4786,-83.4893,60896
"2129","Nowata, OK",1,36.699,-95.6379,3552
"2130","O'Fallon, IL",1,38.5976,-89.9155,29583
"2131","O'Fallon, MO",2,38.785,-90.7175,88673
"2132","Oak Creek, WI",9,42.8803,-87.9009,36325
"2133","Oak Forest, IL",2,41.6054,-87.7527,27173
"2134","Oak Grove, KY",9,36.6686,-87.4216,7320
"2135","Oak Harbor, OH",3,41.5122,-83.1425,2740
"2136","Oak Harbor, WA",11,48.2965,-122.6333,35228
"2137","Oak Hill, WV",71,37.9844,-81.1277,8098
"2138","Oak Lawn, IL",3,41.7139,-87.7528,55022
"2139","Oak Park, IL",1,41.8872,-87.7899,52381
"2140","Oak Park, MI",10,42.4649,-83.1824,29431
"2141","Oak Ridge North, TX",1,30.157,-95.4421,3161
"2142","Oak Ridge, TN",7,35.9639,-84.2938,29156
"2143","Oakdale, MN",2,44.9876,-92.9641,27933
"2144","Oakland Park, FL",7,26.178,-80.1528,45202
"2145","Oakland, CA",120,37.7903,-122.2165,433031
"2146","Oakland, NJ",7,41.0313,-74.2408,12926
"2147","Oakland, TN",1,35.2256,-89.5372,8891
"2148","Oakley, CA",2,37.9929,-121.6951,42543
"2149","Oakley, KS",1,39.1234,-100.8451,2075
"2150","Oakley, MI",1,43.1435,-84.1684,274
"2151","Oaklyn, NJ",2,39.9023,-75.0813,3955
"2152","Oberlin, OH",1,41.2857,-82.2197,8199
"2153","Ocala, FL",4,29.178,-82.1511,169383
"2154","Ocean City, NJ",4,39.2682,-74.6019,10971
"2155","Ocean Gate, NJ",2,39.9268,-74.135,2035
"2156","Ocean Shores, WA",2,46.9685,-124.1521,6494
"2157","Oceanport, NJ",1,40.316,-74.0205,5722
"2158","Oceanside, CA",49,33.2247,-117.3083,175742
"2159","Ocoee, FL",4,28.5787,-81.5338,48263
"2160","Odessa, TX",26,31.8831,-102.3406,155998
"2161","Ogden, UT",14,41.2278,-111.9682,578523
"2162","Ogdensburg, NY",1,44.7088,-75.4717,10638
"2163","Ojai, CA",1,34.4487,-119.2469,7470
"2164","Oklahoma City, OK",51,35.4676,-97.5136,972943
"2165","Okmulgee, OK",1,35.6136,-96.0069,13357
"2166","Ola, AR",1,35.031,-93.2244,1209
"2167","Olathe, KS",1,38.8832,-94.8198,140545
"2168","Old Forge, PA",1,41.3705,-75.7409,7894
"2169","Old Tappan, NJ",1,41.0163,-73.9856,5894
"2170","Olive Branch, MS",21,34.961,-89.8469,38924
"2171","Oliver Springs, TN",2,36.0398,-84.3284,3414
"2172","Olney, IL",3,38.7285,-88.0838,8732
"2173","Olympia, WA",18,47.0417,-122.8959,200915
"2174","Omak, WA",8,48.4228,-119.5159,8114
"2175","Onalaska, WI",2,43.8881,-91.2074,18943
"2176","Oneida, NY",1,43.0769,-75.6621,20828
"2177","Oneonta, AL",1,33.9392,-86.4929,6577
"2178","Ontario, CA",11,34.0393,-117.6064,185010
"2179","Ontario, OH",2,40.771,-82.6105,6084
"2180","Ontario, OR",1,44.0259,-116.9759,24704
"2181","Oradell, NJ",6,40.9562,-74.0314,8131
"2182","Orange Beach, AL",3,30.2941,-87.5851,6235
"2183","Orange Park, FL",1,30.1706,-81.7041,8824
"2184","Orange, CA",16,33.8038,-117.8218,138669
"2185","Orange, TX",9,30.121,-93.7616,18118
"2186","Orange, VA",1,38.2486,-78.1127,5291
"2187","Orangeburg, SC",2,33.4928,-80.867,30365
"2188","Oregon City, OR",6,45.3415,-122.5927,37339
"2189","Oregon, IL",1,42.0131,-89.3354,3555
"2190","Oregon, OH",3,41.6528,-83.4322,20055
"2191","Orland Park, IL",5,41.6074,-87.8619,57857
"2192","Orland, CA",2,39.7461,-122.1856,9964
"2193","Orlando, FL",42,28.4772,-81.3369,1822394
"2194","Ormond Beach, FL",1,29.296,-81.1003,43759
"2195","Oro Valley, AZ",1,32.4208,-110.9768,46044
"2196","Orono, MN",1,44.9657,-93.5908,8339
"2197","Oroville, CA",3,39.4999,-121.5634,49513
"2198","Oroville, WA",1,48.9419,-119.4305,1675
"2199","Orting, WA",11,47.0966,-122.2111,8610
"2200","Osawatomie, KS",1,38.5064,-94.9483,4284
"2201","Osburn, ID",1,47.5055,-116.0008,2523
"2202","Osceola, AR",1,35.6942,-89.9934,7085
"2203","Osceola, WI",1,45.3193,-92.6936,3576
"2204","Oskaloosa, IA",1,41.2922,-92.6403,12592
"2205","Othello, WA",1,46.8221,-119.1652,12761
"2206","Ottawa Hills, OH",2,41.6682,-83.6433,4488
"2207","Ottawa, KS",9,38.6,-95.2642,12254
"2208","Overland Park, KS",20,38.887,-94.687,195494
"2209","Overland, MO",3,38.6966,-90.3689,15551
"2210","Ovid, MI",1,43.0031,-84.3742,1613
"2211","Oviedo, FL",2,28.658,-81.1872,41860
"2212","Owasso, OK",4,36.2882,-95.8328,36957
"2213","Owensboro, KY",44,37.7574,-87.1173,74068
"2214","Owingsville, KY",3,38.1364,-83.7603,1573
"2215","Owosso, MI",12,42.9955,-84.176,21315
"2216","Oxford, AL",5,33.5967,-85.8687,21225
"2217","Oxford, NC",6,36.3155,-78.5848,9634
"2218","Oxford, OH",1,39.5061,-84.7434,23113
"2219","Oxnard, CA",44,34.1963,-119.1815,387647
"2220","Ozark, AL",3,31.4508,-85.6473,14284
"2221","Ozark, MO",2,37.0361,-93.2155,20482
"2222","Pacific Grove, CA",4,36.6192,-121.9255,15413
"2223","Pacific, WA",1,47.261,-122.2507,7178
"2224","Pacifica, CA",13,37.6112,-122.4781,38546
"2225","Pacolet, SC",1,34.91,-81.7666,2550
"2226","Paducah, KY",41,37.0711,-88.6436,48481
"2227","Page, AZ",4,36.9426,-111.5071,7529
"2228","Pagedale, MO",1,38.6802,-90.308,3291
"2229","Pageland, SC",4,34.772,-80.3897,3915
"2230","Pagosa Springs, CO",1,37.2674,-107.0307,5927
"2231","Palestine, IL",1,39.0016,-87.6126,1273
"2232","Palestine, TX",4,31.7544,-95.6471,18243
"2233","Palisades Park, NJ",2,40.8472,-73.9967,20715
"2234","Palm Bay, FL",23,27.955,-80.6627,507002
"2235","Palm Beach Gardens, FL",1,26.8466,-80.1679,57704
"2236","Palm Desert, CA",3,33.7378,-116.3695,53275
"2237","Palm Springs, CA",56,33.8017,-116.5382,48518
"2238","Palmdale, CA",60,34.5944,-118.1057,155079
"2239","Palmer Lake, CO",1,39.1152,-104.9057,2993
"2240","Palmer, MA",2,42.1888,-72.3112,12232
"2241","Palmyra, NJ",14,40.0025,-75.036,7140
"2242","Palo Alto, CA",31,37.3913,-122.1468,65364
"2243","Pampa, TX",3,35.5479,-100.9651,17230
"2244","Pamplico, SC",1,33.9957,-79.5698,1220
"2245","Panama City, FL",6,30.1995,-85.6004,136133
"2246","Paola, KS",1,38.5784,-94.862,5719
"2247","Parachute, CO",2,39.4501,-108.0549,1116
"2248","Paradise Valley, AZ",1,33.5434,-111.9595,14637
"2249","Paradise, CA",4,39.7558,-121.6063,5928
"2250","Paragould, AR",6,36.0555,-90.5149,28986
"2251","Paramount, CA",14,33.8976,-118.1652,53955
"2252","Paramus, NJ",14,40.9455,-74.0712,26264
"2253","Paris, KY",13,38.2016,-84.2719,12485
"2254","Paris, TN",1,36.2934,-88.3065,10536
"2255","Park Hills, KY",2,39.0691,-84.5312,2984
"2256","Park Ridge, NJ",2,41.0353,-74.0423,8694
"2257","Parker, CO",2,39.5084,-104.7753,57706
"2258","Parkersburg, WV",8,39.2624,-81.542,62566
"2259","Parkland, FL",2,26.3218,-80.2533,34170
"2260","Parlier, CA",5,36.6087,-119.5434,15618
"2261","Parma, OH",12,41.3843,-81.7286,78103
"2262","Parrish, AL",1,33.7323,-87.2802,937
"2263","Parsons, KS",3,37.3405,-95.2959,9477
"2264","Parsons, TN",1,35.6512,-88.1231,2290
"2265","Pasadena, CA",22,34.1597,-118.139,141029
"2266","Pasadena, TX",1,29.6583,-95.1499,151227
"2267","Pasco, WA",3,46.2506,-119.1304,75432
"2268","Passaic, NJ",22,40.8574,-74.1282,69703
"2269","Paterson, NJ",2,40.9147,-74.1624,145233
"2270","Patterson, CA",2,37.4758,-121.1535,22930
"2271","Pauls Valley, OK",2,34.7236,-97.2291,6110
"2272","Paulsboro, NJ",10,39.84,-75.2397,5854
"2273","Paw Paw, MI",3,42.2147,-85.8918,8270
"2274","Pawtucket, RI",16,41.8744,-71.3743,72117
"2275","Paxtang, PA",1,40.2623,-76.8342,1546
"2276","Payette, ID",7,44.0788,-116.9255,7727
"2277","Payson, UT",2,40.036,-111.7395,20303
"2278","Peabody, MA",2,42.5335,-70.9724,53070
"2279","Pearland, TX",20,29.5585,-95.3215,122460
"2280","Peculiar, MO",1,38.7306,-94.4736,5478
"2281","Peekskill, NY",3,41.2883,-73.9227,24295
"2282","Pekin, IL",8,40.5679,-89.6262,32045
"2283","Pelham, AL",1,33.3114,-86.7573,23911
"2284","Pella, IA",1,41.4051,-92.9177,10237
"2285","Pembroke Pines, FL",4,26.0128,-80.3382,173591
"2286","Pembroke, KY",1,36.7752,-87.3579,889
"2287","Pendleton, OR",2,45.6756,-118.8209,17398
"2288","Pensacola, FL",8,30.4427,-87.1886,346921
"2289","Pentwater, MI",3,43.7793,-86.4303,848
"2290","Peoria, AZ",4,33.7844,-112.2989,175961
"2291","Peoria, IL",13,40.752,-89.6153,256286
"2292","Perkins, OK",1,35.978,-97.0299,2817
"2293","Perris, CA",5,33.7899,-117.2233,79291
"2294","Perry, MI",2,42.8195,-84.232,4102
"2295","Perry, OK",1,36.2844,-97.3088,4837
"2296","Petaluma, CA",12,38.2423,-122.6267,66929
"2297","Petersburg, VA",2,37.2043,-77.3913,31346
"2298","Petoskey, MI",1,45.365,-84.9887,8334
"2299","Pflugerville, TX",15,30.452,-97.6022,65380
"2300","Phenix City, AL",1,32.4588,-85.0251,36487
"2301","Philadelphia, PA",167,40.0077,-75.1339,5649300
"2302","Philippi, WV",1,39.1487,-80.0418,3257
"2303","Phillips, WI",1,45.6958,-90.4018,1336
"2304","Phillipsburg, NJ",4,40.6895,-75.1821,14212
"2305","Phoenix, AZ",1416,33.5722,-112.0891,4219697
"2306","Pickens, SC",2,34.8857,-82.7103,3170
"2307","Pickerington, OH",6,39.889,-82.7678,22158
"2308","Pico Rivera, CA",9,33.9902,-118.0888,62027
"2309","Piedmont, AL",1,33.9268,-85.6148,4535
"2310","Piedmont, CA",3,37.8226,-122.23,11135
"2311","Pierre, SD",4,44.3748,-100.3205,14659
"2312","Pigeon Forge, TN",7,35.7977,-83.5623,6266
"2313","Pikeville, KY",4,37.4807,-82.5262,7531
"2314","Pikeville, TN",9,35.6027,-85.1984,1741
"2315","Pinckney, MI",4,42.4543,-83.9457,2420
"2316","Pine Bluff, AR",6,34.2116,-92.0178,45204
"2317","Pine Grove, PA",1,40.5534,-76.386,3277
"2318","Pine Hill, NJ",5,39.7879,-74.9857,10417
"2319","Pinellas Park, FL",2,27.8589,-82.7078,53637
"2320","Pinole, CA",4,37.9931,-122.2834,19250
"2321","Piqua, OH",2,40.1505,-84.2441,21936
"2322","Pitman, NJ",19,39.7335,-75.1306,8741
"2323","Pittsboro, NC",3,35.7256,-79.1714,4368
"2324","Pittsburg, CA",4,38.0182,-121.8964,72588
"2325","Pittsburg, KS",7,37.4129,-94.6984,22711
"2326","Pittsburg, TX",1,32.9997,-94.9668,4988
"2327","Pittsburgh, PA",74,40.4396,-79.9762,1703266
"2328","Pittsfield, MA",8,42.4517,-73.2605,55697
"2329","Placentia, CA",13,33.8807,-117.8553,51233
"2330","Placerville, CA",1,38.7308,-120.7978,31943
"2331","Plainfield, IL",7,41.6206,-88.2252,44308
"2332","Plainfield, IN",6,39.6953,-86.3717,35287
"2333","Plainfield, NJ",3,40.6154,-74.4157,50317
"2334","Plainview, TX",24,34.1911,-101.7234,23424
"2335","Plano, IL",1,41.6757,-88.5294,11665
"2336","Plano, TX",22,33.0502,-96.7487,287677
"2337","Plaquemine, LA",1,30.2834,-91.2429,6539
"2338","Platteville, WI",1,42.728,-90.4676,12100
"2339","Pleasant Grove, UT",4,40.3716,-111.7412,38258
"2340","Pleasant Hill, CA",3,37.954,-122.0759,34839
"2341","Pleasant Hill, IA",2,41.5868,-93.4952,10019
"2342","Pleasant Ridge, MI",1,42.4715,-83.1443,2425
"2343","Pleasant View, UT",1,41.3249,-112.0011,10839
"2344","Pleasanton, CA",1,37.6663,-121.8805,81777
"2345","Pleasanton, TX",1,28.9643,-98.4957,15148
"2346","Pleasantville, NJ",1,39.39,-74.5169,20149
"2347","Plymouth, MI",1,42.3718,-83.468,9154
"2348","Plymouth, MN",32,45.0225,-93.4618,79768
"2349","Pocatello, ID",9,42.8724,-112.4646,72878
"2350","Point Pleasant Beach, NJ",6,40.0929,-74.0459,4551
"2351","Point Pleasant, NJ",12,40.0772,-74.0702,18772
"2352","Polson, MT",2,47.6886,-114.1411,5370
"2353","Pomeroy, OH",1,39.0292,-82.034,1757
"2354","Pomona, CA",19,34.0585,-117.7626,151691
"2355","Pompano Beach, FL",14,26.2428,-80.1312,112118
"2356","Pompton Lakes, NJ",13,41.0024,-74.2859,10986
"2357","Ponce Inlet, FL",1,29.0927,-80.9473,3308
"2358","Pontiac, IL",1,40.8881,-88.6414,11622
"2359","Pontiac, MI",6,42.6493,-83.2878,59438
"2360","Poplar Bluff, MO",1,36.7632,-90.4136,20359
"2361","Poquoson, VA",1,37.1318,-76.3569,12271
"2362","Port Angeles, WA",15,48.1142,-123.4565,24293
"2363","Port Clinton, OH",1,41.5096,-82.9385,13614
"2364","Port Hueneme, CA",1,34.1617,-119.2036,21926
"2365","Port Huron, MI",13,42.9822,-82.4387,82970
"2366","Port Isabel, TX",2,26.054,-97.2505,18686
"2367","Port Jervis, NY",2,41.3783,-74.6909,16273
"2368","Port Lavaca, TX",1,28.6181,-96.6278,11854
"2369","Port Orchard, WA",1,47.5163,-122.661,14597
"2370","Port Richey, FL",1,28.2758,-82.725,2933
"2371","Port Royal, SC",2,32.3557,-80.7029,13235
"2372","Port St. Lucie, FL",12,27.2796,-80.3883,461152
"2373","Port Townsend, WA",8,48.122,-122.7872,9831
"2374","Port Washington, NY",1,40.8268,-73.6764,15808
"2375","Portage, IN",2,41.5866,-87.1792,36988
"2376","Portage, MI",3,42.2,-85.5906,49445
"2377","Portage, PA",1,40.3868,-78.6746,6546
"2378","Portland, ME",76,43.6773,-70.2715,203969
"2379","Portland, MI",1,42.8696,-84.899,5104
"2380","Portland, OR",141,45.5372,-122.65,2074775
"2381","Portland, TN",3,36.5883,-86.5194,13030
"2382","Portsmouth, NH",3,43.058,-70.7826,93069
"2383","Portsmouth, OH",26,38.7539,-82.9446,36111
"2384","Portsmouth, VA",25,36.8468,-76.354,94398
"2385","Post Falls, ID",4,47.7213,-116.9385,36250
"2386","Poughkeepsie, NY",22,41.6949,-73.921,394760
"2387","Poulsbo, WA",3,47.7417,-122.6407,11168
"2388","Poway, CA",8,32.9871,-117.0201,49323
"2389","Powell, OH",4,40.1684,-83.0826,13375
"2390","Powhatan Point, OH",2,39.8625,-80.8098,1520
"2391","Pratt, KS",4,37.6764,-98.7451,6496
"2392","Prattville, AL",8,32.4605,-86.4588,35957
"2393","Prescott Valley, AZ",4,34.5983,-112.3176,101539
"2394","Prescott, AR",11,33.8056,-93.3909,2989
"2395","Prescott, AZ",4,34.585,-112.4475,44299
"2396","Presque Isle, ME",1,46.6868,-67.9874,9007
"2397","Preston, ID",1,42.0989,-111.8799,5557
"2398","Prestonsburg, KY",1,37.6816,-82.7662,6473
"2399","Price, UT",20,39.604,-110.8004,13564
"2400","Princeton, KY",7,37.1068,-87.8854,6115
"2401","Princeton, MN",1,45.5689,-93.59,4975
"2402","Princeton, NJ",27,40.3563,-74.6693,31187
"2403","Princeton, WV",1,37.3689,-81.0961,5675
"2404","Prior Lake, MN",2,44.7251,-93.4409,27241
"2405","Prosperity, SC",2,34.2121,-81.5327,1292
"2406","Protection, KS",1,37.2004,-99.4808,463
"2407","Providence, KY",1,37.3993,-87.7509,2999
"2408","Providence, RI",46,41.823,-71.4187,1203230
"2409","Provo, UT",6,40.2457,-111.6457,500617
"2410","Pryor Creek, OK",1,36.2998,-95.3102,9379
"2411","Pueblo, CO",31,38.2705,-104.6112,143932
"2412","Pulaski, VA",1,37.0528,-80.7624,15407
"2413","Pullman, WA",17,46.734,-117.1669,34506
"2414","Purcell, OK",2,35.018,-97.3747,7502
"2415","Purcellville, VA",5,39.1378,-77.7109,15742
"2416","Puyallup, WA",17,47.1794,-122.2902,42361
"2417","Quincy, IL",4,39.9335,-91.3799,44466
"2418","Quincy, MA",83,42.2516,-71.0183,94470
"2419","Quincy, WA",1,47.2344,-119.8531,8313
"2420","Raceland, KY",1,38.5376,-82.7344,2355
"2421","Radcliff, KY",15,37.8206,-85.9366,22914
"2422","Radford, VA",4,37.1229,-80.5587,18249
"2423","Rahway, NJ",2,40.6077,-74.2807,29895
"2424","Raleigh, NC",107,35.8325,-78.6435,1038738
"2425","Ramsey, NJ",6,41.0595,-74.1454,14884
"2426","Rancho Cordova, CA",4,38.574,-121.2523,75087
"2427","Rancho Cucamonga, CA",14,34.1248,-117.5666,177603
"2428","Rancho Palos Verdes, CA",9,33.7554,-118.3637,41530
"2429","Rancho Santa Margarita, CA",3,33.6318,-117.5989,47896
"2430","Randolph, MA",8,42.1778,-71.0539,34362
"2431","Ranson, WV",4,39.325,-77.8666,5239
"2432","Rantoul, IL",2,40.3031,-88.1549,13584
"2433","Rapid City, SD",22,44.0716,-103.2204,92664
"2434","Rathdrum, ID",1,47.7995,-116.8908,9150
"2435","Ravenna, KY",1,37.6871,-83.9502,559
"2436","Ravenswood, WV",1,38.956,-81.7619,3900
"2437","Rawlins, WY",1,41.7849,-107.2265,8521
"2438","Raytown, MO",9,38.9944,-94.4641,28991
"2439","Reading, OH",2,39.2243,-84.4333,10296
"2440","Reading, PA",14,40.34,-75.9267,267155
"2441","Red Bank, TN",6,35.1117,-85.2961,11840
"2442","Red Bluff, CA",10,40.1735,-122.2413,19039
"2443","Red Lodge, MT",2,45.1933,-109.2501,2303
"2444","Red Wing, MN",4,44.5816,-92.6036,16320
"2445","Redding, CA",78,40.5698,-122.365,121313
"2446","Redlands, CA",19,34.0511,-117.1712,71513
"2447","Redmond, OR",6,44.2631,-121.1798,34240
"2448","Redmond, WA",24,47.6762,-122.1169,71929
"2449","Redondo Beach, CA",28,33.8574,-118.3766,66749
"2450","Redwood City, CA",11,37.5026,-122.2252,85925
"2451","Reed City, MI",1,43.8725,-85.5069,2391
"2452","Reedley, CA",2,36.5987,-119.4473,49042
"2453","Reedsport, OR",4,43.6983,-124.1122,4442
"2454","Rehoboth Beach, DE",6,38.7171,-75.0845,1546
"2455","Reidsville, NC",6,36.3377,-79.6727,13987
"2456","Reno, NV",20,39.5497,-119.8483,445020
"2457","Renton, WA",60,47.4784,-122.1919,101751
"2458","Republic, WA",1,48.6483,-118.7334,1066
"2459","Revere, MA",32,42.4192,-71.0036,53073
"2460","Rexburg, ID",2,43.8224,-111.792,30979
"2461","Reynoldsburg, OH",14,39.9587,-82.7944,38327
"2462","Rhinelander, WI",5,45.6361,-89.4256,8830
"2463","Rialto, CA",7,34.1174,-117.3894,103526
"2464","Rice Lake, WI",1,45.4863,-91.7447,9586
"2465","Rich Creek, VA",1,37.3832,-80.8204,741
"2466","Rich Hill, MO",2,38.0958,-94.3633,1317
"2467","Richardson, TX",2,32.9717,-96.7093,121323
"2468","Richfield, MN",5,44.8762,-93.2833,36354
"2469","Richland Hills, TX",1,32.8095,-97.2273,7953
